scenario_type,input_text,target_response,final_state
rule_based,User: What's the next train to Waterloo?,The next train to Waterloo departs in 12 minutes from Platform 2. It arrives at Waterloo at 14:35.,"{""destination"": ""Waterloo"", ""constraints"": [""bike""], ""time"": ""next available"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: Train to Waterloo please,Happy to help! When would you like to travel to Waterloo?,"{""destination"": ""Waterloo"", ""constraints"": [""large luggage""], ""time"": ""this afternoon"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Lime Street?,The next train to Lime Street departs in 12 minutes from Platform 2. It arrives at Lime Street at 14:35.,"{""destination"": ""Lime Street"", ""constraints"": [""bicycle""], ""time"": ""this evening"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: I need to get to Brighton early morning. I also have a bike.,Got it! Looking for trains to Brighton early morning with bike space. Please note that bike reservations are required on this route.,"{""destination"": ""Brighton"", ""constraints"": [""bike""], ""time"": ""early morning"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: Train to Newcastle please,Happy to help! When would you like to travel to Newcastle?,"{""destination"": ""Newcastle"", ""constraints"": [""bike""], ""time"": ""last train"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Lime Street with bike space,Here are trains to Lime Street with bike accommodation: • 08:30 - Platform 4 (2 bike spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Lime Street"", ""constraints"": [""bike""], ""time"": ""urgently"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: I need a cheapest train to Bristol urgently,Sure! Searching for cheapest trains to Bristol urgently. Found 3 options. The earliest departs at 07:15 from Platform 3.,"{""destination"": ""Bristol"", ""constraints"": [""baby buggy""], ""time"": ""urgently"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: Train to Glasgow please,Happy to help! When would you like to travel to Glasgow?,"{""destination"": ""Glasgow"", ""constraints"": [""pet""], ""time"": ""tomorrow morning"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: I need to reach King's Cross last train. My flight lands in 2 hours.,"For an urgent journey to King's Cross, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""King's Cross"", ""constraints"": [""large luggage""], ""time"": ""last train"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Cardiff?,The cheapest option to Cardiff is an Advance ticket at £29. Available on the 06:45 and 11:30 departures. Off-peak tickets from £35 are available after 09:30.,"{""destination"": ""Cardiff"", ""constraints"": [""bicycle""], ""time"": ""early morning"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: I need to get to Birmingham tonight. I also have a pet.,Got it! Looking for trains to Birmingham tonight with pet space. Please note that pet reservations are required on this route.,"{""destination"": ""Birmingham"", ""constraints"": [""pet""], ""time"": ""tonight"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: I need to reach York tonight. My flight lands in 2 hours.,"For an urgent journey to York, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""York"", ""constraints"": [""large luggage""], ""time"": ""tonight"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Liverpool today?,There are currently minor delays on the Liverpool line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Liverpool"", ""constraints"": [""pet""], ""time"": ""tonight"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Leeds today?,There are currently minor delays on the Leeds line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Leeds"", ""constraints"": [""large luggage""], ""time"": ""peak hours"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: I need to get to Heathrow early morning. I also have a pushchair.,Got it! Looking for trains to Heathrow early morning with pushchair space. Please note that pushchair reservations are required on this route.,"{""destination"": ""Heathrow"", ""constraints"": [""pushchair""], ""time"": ""early morning"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Newcastle?,The next train to Newcastle departs in 12 minutes from Platform 2. It arrives at Newcastle at 14:35.,"{""destination"": ""Newcastle"", ""constraints"": [""dog""], ""time"": ""early morning"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Birmingham today?,There are currently minor delays on the Birmingham line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Birmingham"", ""constraints"": [""baby buggy""], ""time"": ""next available"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Exeter with wheelchair space,Here are trains to Exeter with wheelchair accommodation: • 08:30 - Platform 4 (2 wheelchair spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Exeter"", ""constraints"": [""wheelchair""], ""time"": ""off-peak"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Edinburgh?,The cheapest option to Edinburgh is an Advance ticket at £45. Available on the 06:45 and 11:30 departures. Off-peak tickets from £63 are available after 09:30.,"{""destination"": ""Edinburgh"", ""constraints"": [""baby buggy""], ""time"": ""early morning"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Glasgow?,The next train to Glasgow departs in 12 minutes from Platform 2. It arrives at Glasgow at 14:35.,"{""destination"": ""Glasgow"", ""constraints"": [""large luggage""], ""time"": ""off-peak"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: I need to reach Glasgow tomorrow morning. My flight lands in 2 hours.,"For an urgent journey to Glasgow, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Glasgow"", ""constraints"": [""bike""], ""time"": ""tomorrow morning"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: I need to reach Birmingham early morning. My flight lands in 2 hours.,"For an urgent journey to Birmingham, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Birmingham"", ""constraints"": [""pram""], ""time"": ""early morning"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Train to Cardiff please,Happy to help! When would you like to travel to Cardiff?,"{""destination"": ""Cardiff"", ""constraints"": [""large luggage""], ""time"": ""before midnight"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: Train to Leeds please,Happy to help! When would you like to travel to Leeds?,"{""destination"": ""Leeds"", ""constraints"": [""pushchair""], ""time"": ""this afternoon"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Liverpool?,The cheapest option to Liverpool is an Advance ticket at £68. Available on the 06:45 and 11:30 departures. Off-peak tickets from £75 are available after 09:30.,"{""destination"": ""Liverpool"", ""constraints"": [""pram""], ""time"": ""next available"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: I need a fewest changes train to Newcastle next available,Sure! Searching for fewest changes trains to Newcastle next available. Found 3 options. The earliest departs at 07:15 from Platform 3.,"{""destination"": ""Newcastle"", ""constraints"": [""bike""], ""time"": ""next available"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: I need to reach Gatwick this evening. My flight lands in 2 hours.,"For an urgent journey to Gatwick, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Gatwick"", ""constraints"": [""large luggage""], ""time"": ""this evening"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: I need a fastest train to Liverpool before midnight,Sure! Searching for fastest trains to Liverpool before midnight. Found 3 options. The earliest departs at 07:15 from Platform 3.,"{""destination"": ""Liverpool"", ""constraints"": [""wheelchair""], ""time"": ""before midnight"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: I need to reach Leicester tomorrow morning. My flight lands in 2 hours.,"For an urgent journey to Leicester, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Leicester"", ""constraints"": [""accessibility needs""], ""time"": ""tomorrow morning"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: Train to Edinburgh please,Happy to help! When would you like to travel to Edinburgh?,"{""destination"": ""Edinburgh"", ""constraints"": [""large luggage""], ""time"": ""tomorrow morning"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: I need to get to Victoria urgently. I also have a baby buggy.,Got it! Looking for trains to Victoria urgently with baby buggy space. Please note that baby buggy reservations are required on this route.,"{""destination"": ""Victoria"", ""constraints"": [""baby buggy""], ""time"": ""urgently"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: I need to reach Brighton urgently. My flight lands in 2 hours.,"For an urgent journey to Brighton, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Brighton"", ""constraints"": [""baby buggy""], ""time"": ""urgently"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: I need to get to Cardiff last train. I also have a accessibility needs.,Got it! Looking for trains to Cardiff last train with accessibility needs space. Please note that accessibility needs reservations are required on this route.,"{""destination"": ""Cardiff"", ""constraints"": [""accessibility needs""], ""time"": ""last train"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Bristol?,The cheapest option to Bristol is an Advance ticket at £48. Available on the 06:45 and 11:30 departures. Off-peak tickets from £58 are available after 09:30.,"{""destination"": ""Bristol"", ""constraints"": [""bicycle""], ""time"": ""this evening"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: I need to reach King's Cross urgently. My flight lands in 2 hours.,"For an urgent journey to King's Cross, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""King's Cross"", ""constraints"": [""large luggage""], ""time"": ""urgently"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: I need a direct only train to Leeds urgently,Sure! Searching for direct only trains to Leeds urgently. Found 3 options. The earliest departs at 07:15 from Platform 3.,"{""destination"": ""Leeds"", ""constraints"": [""large luggage""], ""time"": ""urgently"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Newcastle?,The next train to Newcastle departs in 12 minutes from Platform 2. It arrives at Newcastle at 14:35.,"{""destination"": ""Newcastle"", ""constraints"": [""dog""], ""time"": ""first train"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: Train to Exeter please,Happy to help! When would you like to travel to Exeter?,"{""destination"": ""Exeter"", ""constraints"": [""pet""], ""time"": ""urgently"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Cardiff?,The cheapest option to Cardiff is an Advance ticket at £77. Available on the 06:45 and 11:30 departures. Off-peak tickets from £93 are available after 09:30.,"{""destination"": ""Cardiff"", ""constraints"": [""dog""], ""time"": ""this afternoon"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Glasgow today?,There are currently minor delays on the Glasgow line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Glasgow"", ""constraints"": [""wheelchair""], ""time"": ""last train"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Leicester today?,There are currently minor delays on the Leicester line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Leicester"", ""constraints"": [""accessibility needs""], ""time"": ""before midnight"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: I need to get to Cambridge this afternoon. I also have a cat.,Got it! Looking for trains to Cambridge this afternoon with cat space. Please note that cat reservations are required on this route.,"{""destination"": ""Cambridge"", ""constraints"": [""cat""], ""time"": ""this afternoon"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Bristol with cat space,Here are trains to Bristol with cat accommodation: • 08:30 - Platform 4 (2 cat spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Bristol"", ""constraints"": [""cat""], ""time"": ""this evening"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: I need to get to Liverpool tonight. I also have a pet.,Got it! Looking for trains to Liverpool tonight with pet space. Please note that pet reservations are required on this route.,"{""destination"": ""Liverpool"", ""constraints"": [""pet""], ""time"": ""tonight"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: I need to reach Glasgow urgently. My flight lands in 2 hours.,"For an urgent journey to Glasgow, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Glasgow"", ""constraints"": [""dog""], ""time"": ""urgently"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Glasgow?,The next train to Glasgow departs in 12 minutes from Platform 2. It arrives at Glasgow at 14:35.,"{""destination"": ""Glasgow"", ""constraints"": [""pushchair""], ""time"": ""this afternoon"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Newcastle today?,There are currently minor delays on the Newcastle line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Newcastle"", ""constraints"": [""large luggage""], ""time"": ""this afternoon"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Train to Exeter please,Happy to help! When would you like to travel to Exeter?,"{""destination"": ""Exeter"", ""constraints"": [""wheelchair""], ""time"": ""this afternoon"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: I need a cheapest train to Liverpool tonight,Sure! Searching for cheapest trains to Liverpool tonight. Found 3 options. The earliest departs at 07:15 from Platform 3.,"{""destination"": ""Liverpool"", ""constraints"": [""baby buggy""], ""time"": ""tonight"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Waterloo today?,There are currently minor delays on the Waterloo line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Waterloo"", ""constraints"": [""baby buggy""], ""time"": ""next available"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: I need to get to Bristol early morning. I also have a dog.,Got it! Looking for trains to Bristol early morning with dog space. Please note that dog reservations are required on this route.,"{""destination"": ""Bristol"", ""constraints"": [""dog""], ""time"": ""early morning"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Cardiff?,The next train to Cardiff departs in 12 minutes from Platform 2. It arrives at Cardiff at 14:35.,"{""destination"": ""Cardiff"", ""constraints"": [""accessibility needs""], ""time"": ""urgently"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Waterloo?,The next train to Waterloo departs in 12 minutes from Platform 2. It arrives at Waterloo at 14:35.,"{""destination"": ""Waterloo"", ""constraints"": [""pushchair""], ""time"": ""this afternoon"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: I need to reach Brighton early morning. My flight lands in 2 hours.,"For an urgent journey to Brighton, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Brighton"", ""constraints"": [""accessibility needs""], ""time"": ""early morning"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Bristol today?,There are currently minor delays on the Bristol line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Bristol"", ""constraints"": [""bicycle""], ""time"": ""last train"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: Train to Brighton please,Happy to help! When would you like to travel to Brighton?,"{""destination"": ""Brighton"", ""constraints"": [""baby buggy""], ""time"": ""peak hours"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Waterloo with baby buggy space,Here are trains to Waterloo with baby buggy accommodation: • 08:30 - Platform 4 (2 baby buggy spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Waterloo"", ""constraints"": [""baby buggy""], ""time"": ""first train"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Manchester today?,There are currently minor delays on the Manchester line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Manchester"", ""constraints"": [""bike""], ""time"": ""early morning"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Waterloo?,The next train to Waterloo departs in 12 minutes from Platform 2. It arrives at Waterloo at 14:35.,"{""destination"": ""Waterloo"", ""constraints"": [""cat""], ""time"": ""before midnight"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to York?,The cheapest option to York is an Advance ticket at £29. Available on the 06:45 and 11:30 departures. Off-peak tickets from £43 are available after 09:30.,"{""destination"": ""York"", ""constraints"": [""pet""], ""time"": ""off-peak"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: Show me trains to King's Cross with accessibility needs space,Here are trains to King's Cross with accessibility needs accommodation: • 08:30 - Platform 4 (2 accessibility needs spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""King's Cross"", ""constraints"": [""accessibility needs""], ""time"": ""before midnight"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: I need to reach Lime Street this afternoon. My flight lands in 2 hours.,"For an urgent journey to Lime Street, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Lime Street"", ""constraints"": [""large luggage""], ""time"": ""this afternoon"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: Train to Heathrow please,Happy to help! When would you like to travel to Heathrow?,"{""destination"": ""Heathrow"", ""constraints"": [""pram""], ""time"": ""last train"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Oxford today?,There are currently minor delays on the Oxford line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Oxford"", ""constraints"": [""pram""], ""time"": ""first train"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: I need to get to York last train. I also have a bike.,Got it! Looking for trains to York last train with bike space. Please note that bike reservations are required on this route.,"{""destination"": ""York"", ""constraints"": [""bike""], ""time"": ""last train"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: Train to Oxford please,Happy to help! When would you like to travel to Oxford?,"{""destination"": ""Oxford"", ""constraints"": [""bicycle""], ""time"": ""tonight"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: I need to reach Gatwick urgently. My flight lands in 2 hours.,"For an urgent journey to Gatwick, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Gatwick"", ""constraints"": [""pushchair""], ""time"": ""urgently"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Heathrow?,The cheapest option to Heathrow is an Advance ticket at £65. Available on the 06:45 and 11:30 departures. Off-peak tickets from £80 are available after 09:30.,"{""destination"": ""Heathrow"", ""constraints"": [""pushchair""], ""time"": ""peak hours"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Newcastle with pet space,Here are trains to Newcastle with pet accommodation: • 08:30 - Platform 4 (2 pet spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Newcastle"", ""constraints"": [""pet""], ""time"": ""before midnight"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Manchester with wheelchair space,Here are trains to Manchester with wheelchair accommodation: • 08:30 - Platform 4 (2 wheelchair spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Manchester"", ""constraints"": [""wheelchair""], ""time"": ""this evening"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Paddington?,The next train to Paddington departs in 12 minutes from Platform 2. It arrives at Paddington at 14:35.,"{""destination"": ""Paddington"", ""constraints"": [""dog""], ""time"": ""peak hours"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Bristol?,The cheapest option to Bristol is an Advance ticket at £40. Available on the 06:45 and 11:30 departures. Off-peak tickets from £52 are available after 09:30.,"{""destination"": ""Bristol"", ""constraints"": [""bicycle""], ""time"": ""next available"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: I need to get to Manchester tonight. I also have a cat.,Got it! Looking for trains to Manchester tonight with cat space. Please note that cat reservations are required on this route.,"{""destination"": ""Manchester"", ""constraints"": [""cat""], ""time"": ""tonight"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: I need a fewest changes train to Heathrow off-peak,Sure! Searching for fewest changes trains to Heathrow off-peak. Found 3 options. The earliest departs at 07:15 from Platform 3.,"{""destination"": ""Heathrow"", ""constraints"": [""baby buggy""], ""time"": ""off-peak"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: I need a most comfortable train to Leicester peak hours,Sure! Searching for most comfortable trains to Leicester peak hours. Found 3 options. The earliest departs at 07:15 from Platform 3.,"{""destination"": ""Leicester"", ""constraints"": [""dog""], ""time"": ""peak hours"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Bristol today?,There are currently minor delays on the Bristol line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Bristol"", ""constraints"": [""dog""], ""time"": ""tomorrow morning"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: I need to reach Sheffield peak hours. My flight lands in 2 hours.,"For an urgent journey to Sheffield, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Sheffield"", ""constraints"": [""pet""], ""time"": ""peak hours"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Lime Street today?,There are currently minor delays on the Lime Street line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Lime Street"", ""constraints"": [""bike""], ""time"": ""this evening"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: Train to King's Cross please,Happy to help! When would you like to travel to King's Cross?,"{""destination"": ""King's Cross"", ""constraints"": [""wheelchair""], ""time"": ""next available"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: Train to Bristol please,Happy to help! When would you like to travel to Bristol?,"{""destination"": ""Bristol"", ""constraints"": [""baby buggy""], ""time"": ""tonight"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Edinburgh?,The cheapest option to Edinburgh is an Advance ticket at £33. Available on the 06:45 and 11:30 departures. Off-peak tickets from £45 are available after 09:30.,"{""destination"": ""Edinburgh"", ""constraints"": [""pram""], ""time"": ""urgently"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Paddington with cat space,Here are trains to Paddington with cat accommodation: • 08:30 - Platform 4 (2 cat spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Paddington"", ""constraints"": [""cat""], ""time"": ""this evening"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Train to Gatwick please,Happy to help! When would you like to travel to Gatwick?,"{""destination"": ""Gatwick"", ""constraints"": [""wheelchair""], ""time"": ""off-peak"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: I need a fastest train to Glasgow this evening,Sure! Searching for fastest trains to Glasgow this evening. Found 3 options. The earliest departs at 07:15 from Platform 3.,"{""destination"": ""Glasgow"", ""constraints"": [""bike""], ""time"": ""this evening"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: I need to reach Cambridge this evening. My flight lands in 2 hours.,"For an urgent journey to Cambridge, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Cambridge"", ""constraints"": [""baby buggy""], ""time"": ""this evening"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: I need to get to Liverpool first train. I also have a wheelchair.,Got it! Looking for trains to Liverpool first train with wheelchair space. Please note that wheelchair reservations are required on this route.,"{""destination"": ""Liverpool"", ""constraints"": [""wheelchair""], ""time"": ""first train"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Lime Street with large luggage space,Here are trains to Lime Street with large luggage accommodation: • 08:30 - Platform 4 (2 large luggage spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Lime Street"", ""constraints"": [""large luggage""], ""time"": ""last train"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Leeds today?,There are currently minor delays on the Leeds line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Leeds"", ""constraints"": [""pet""], ""time"": ""off-peak"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Nottingham?,The cheapest option to Nottingham is an Advance ticket at £38. Available on the 06:45 and 11:30 departures. Off-peak tickets from £56 are available after 09:30.,"{""destination"": ""Nottingham"", ""constraints"": [""bike""], ""time"": ""peak hours"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to King's Cross?,The cheapest option to King's Cross is an Advance ticket at £67. Available on the 06:45 and 11:30 departures. Off-peak tickets from £84 are available after 09:30.,"{""destination"": ""King's Cross"", ""constraints"": [""pushchair""], ""time"": ""before midnight"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: I need a cheapest train to Waterloo early morning,Sure! Searching for cheapest trains to Waterloo early morning. Found 3 options. The earliest departs at 07:15 from Platform 3.,"{""destination"": ""Waterloo"", ""constraints"": [""pram""], ""time"": ""early morning"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: Train to Brighton please,Happy to help! When would you like to travel to Brighton?,"{""destination"": ""Brighton"", ""constraints"": [""accessibility needs""], ""time"": ""early morning"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: I need to reach Glasgow off-peak. My flight lands in 2 hours.,"For an urgent journey to Glasgow, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Glasgow"", ""constraints"": [""baby buggy""], ""time"": ""off-peak"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: I need to get to Manchester next available. I also have a baby buggy.,Got it! Looking for trains to Manchester next available with baby buggy space. Please note that baby buggy reservations are required on this route.,"{""destination"": ""Manchester"", ""constraints"": [""baby buggy""], ""time"": ""next available"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: I need to reach Heathrow urgently. My flight lands in 2 hours.,"For an urgent journey to Heathrow, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Heathrow"", ""constraints"": [""pushchair""], ""time"": ""urgently"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: Train to Wembley please,Happy to help! When would you like to travel to Wembley?,"{""destination"": ""Wembley"", ""constraints"": [""baby buggy""], ""time"": ""urgently"", ""priority"": ""fastest"", ""status"": ""resolved""}"
